到期日,期限(年),行权价,类型,市场价,买价,卖价,YahooIV,成交量,未平仓量,BSM价,中间价,绝对误差,squared_error,bias,偏差%,MAPE%,货币度,Log货币度,tenor_bucket,反推IV,IV-vol_21d,参数_S,参数_r,参数_q,参数_vol_21d
2026-09-04,0.10410958904109589,315.0,put,1.8,0.0,0.0,0.062509375,,22.0,0.3178607716837085,1.8,1.4821392283162915,2.1967366921140123,-1.4821392283162915,-82.34106823979397,82.34106823979397,OTM,-0.11449011788197416,<3m,0.3007328406594067,0.09863618556183876,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-04,0.10410958904109589,320.0,put,2.38,0.0,0.0,0.062509375,,10.0,0.5736779535533465,2.38,1.8063220464466534,3.262799335479226,-1.8063220464466534,-75.89588430448124,75.89588430448124,OTM,-0.09874176091383494,<3m,0.2956189472235,0.09352229212593208,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-04,0.10410958904109589,325.0,put,2.44,0.0,0.0,0.062509375,6.0,26.0,0.9812586557415912,2.44,1.4587413442584087,2.127926309448829,-1.4587413442584087,-59.78448132206593,59.78448132206593,OTM,-0.08323757437786976,<3m,0.266159593890412,0.06406293879284405,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-04,0.10410958904109589,330.0,put,3.3,0.0,0.0,0.062509375,,7.0,1.5964873884972377,3.3,1.7035126115027621,2.9019552175489607,-1.7035126115027621,-51.621594287962495,51.621594287962495,OTM,-0.06797010224708126,<3m,0.2626860249419826,0.06058936984441468,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-04,0.10410958904109589,335.0,put,4.15,0.0,0.0,0.0312596875,,4.0,2.4794515165279023,4.15,1.670548483472098,2.7907322356309265,-1.670548483472098,-40.25418032462886,40.25418032462886,OTM,-0.05293222488254081,<3m,0.25246227572890423,0.05036562063133629,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-04,0.10410958904109589,340.0,put,5.45,0.0,0.0,0.0312596875,1.0,8.0,3.688559503545733,5.45,1.7614404964542674,3.102672622549056,-1.7614404964542674,-32.32000910925261,32.32000910925261,OTM,-0.03811713909740012,<3m,0.24838071633337658,0.04628406123580864,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-04,0.10410958904109589,345.0,put,7.61,0.0,0.0,0.015634843750000002,2.0,10.0,5.273927684264365,7.61,2.3360723157356356,5.457233864346455,-2.3360723157356356,-30.697402309272476,30.697402309272476,OTM,-0.023518339676247498,<3m,0.2575495016170772,0.05545284651950924,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-04,0.10410958904109589,350.0,put,8.85,0.0,0.0,0.007822421875,55.0,50.0,7.271335678033012,8.85,1.578664321966988,2.49218104145149,-1.578664321966988,-17.83801493748009,17.83801493748009,OTM,-0.00912960222414784,<3m,0.23755113805511363,0.03545448295754569,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-04,0.10410958904109589,355.0,put,11.3,0.0,0.0,1.0000000000000003e-05,101.0,69.0,9.69799086369963,11.3,1.6020091363003708,2.56643327278986,-1.6020091363003708,-14.177072002658148,14.177072002658148,ITM,0.005055032767808532,<3m,0.23739487177623408,0.035298216678666144,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-04,0.10410958904109589,360.0,put,13.8,0.0,0.0,1.0000000000000003e-05,,5.0,12.550922300014605,13.8,1.2490776999853956,1.5601951006008061,-1.2490776999853956,-9.05128768105359,9.05128768105359,ITM,0.019041274742548363,<3m,0.23021565221461784,0.028118997117049904,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-04,0.10410958904109589,365.0,put,16.9,0.0,0.0,1.0000000000000003e-05,,2.0,15.808190848282322,16.9,1.0918091517176762,1.1920472237744717,-1.0918091517176762,-6.460409181761398,6.460409181761398,ITM,0.03283459687488434,<3m,0.22823520032177771,0.026138545224209775,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-04,0.10410958904109589,385.0,put,36.55,0.0,0.0,1.0000000000000003e-05,,1.0,32.011429986417454,36.55,4.538570013582543,20.598617768190646,-4.538570013582543,-12.417428217736097,12.417428217736097,ITM,0.08618057758017704,<3m,0.3543603819171945,0.15226372681962655,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-04,0.10410958904109589,390.0,put,42.1,0.0,0.0,1.0000000000000003e-05,,,36.60231575161271,42.1,5.497684248387294,30.22453209496577,-5.497684248387294,-13.058632418972197,13.058632418972197,ITM,0.09908398241608488,<3m,0.3993835963922361,0.19728694129466814,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,130.0,call,181.18,177.0,180.65,1.0000000000000003e-05,1.0,3.0,223.05903069700148,178.825,41.87903069700147,1753.8532121203914,41.87903069700147,23.114599126284062,23.114599126284062,ITM,-0.9995283062520248,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,135.0,call,211.45,0.0,0.0,1.0000000000000003e-05,1.0,1.0,218.08606147635192,211.45,6.636061476351927,44.03731191792211,6.636061476351927,3.1383596483102045,3.1383596483102045,ITM,-0.9617879782691778,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,140.0,call,187.47,166.3,170.25,1.0000000000000003e-05,4.0,0.0,213.11309225570233,168.275,25.643092255702328,657.5681804344607,25.643092255702328,13.678504430416774,13.678504430416774,ITM,-0.9254203340983029,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,150.0,call,154.9,152.9,157.0,1.0000000000000003e-05,,2.0,203.16715381440315,154.95,48.267153814403144,2329.7181373432522,48.267153814403144,31.160202591609515,31.160202591609515,ITM,-0.8564274626113515,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,160.0,call,174.54,0.0,0.0,1.0000000000000003e-05,10.0,41.0,193.221215373104,174.54,18.68121537310401,348.98780781629756,18.68121537310401,10.703114113156875,10.703114113156875,ITM,-0.7918889414737803,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,165.0,call,170.58,137.1,140.95,1.0000000000000003e-05,2.0,70.0,188.2482461524544,139.02499999999998,17.6682461524544,312.16692210371974,17.6682461524544,10.357747773745105,10.357747773745105,ITM,-0.7611172828070266,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,170.0,call,159.95,0.0,0.0,1.0000000000000003e-05,1.0,1.0,183.27527693180483,159.95,23.325276931804837,544.0685439453869,23.325276931804837,14.582855224635722,14.582855224635722,ITM,-0.7312643196573454,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,175.0,call,127.02,0.0,0.0,1.0000000000000003e-05,10.0,0.0,178.30230771115524,127.02,51.28230771115524,2629.8750841816122,51.28230771115524,40.37341183369173,40.37341183369173,ITM,-0.7022767827840931,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,180.0,call,153.87,0.0,0.0,1.0000000000000003e-05,5.0,25.0,173.32933849050568,153.87,19.459338490505672,378.6658544880756,19.459338490505672,12.646609794310567,12.646609794310567,ITM,-0.6741059058173969,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,185.0,call,149.31,0.0,0.0,1.0000000000000003e-05,77.0,80.0,168.3563692698561,149.31,19.046369269856086,362.76418236371825,19.046369269856086,12.756258301423939,12.756258301423939,ITM,-0.6467069316292824,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,190.0,call,144.05,0.0,0.0,1.0000000000000003e-05,5.0,38.0,163.38340004920647,144.05,19.33340004920646,373.78035746265635,19.33340004920646,13.42131207858831,13.42131207858831,ITM,-0.620038684547121,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,195.0,call,140.4,0.0,0.0,1.0000000000000003e-05,20.0,70.0,158.41043082855688,140.4,18.010430828556878,324.375618630232,18.010430828556878,12.82794218558182,12.82794218558182,ITM,-0.5940631981438604,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,200.0,call,149.95,0.0,0.0,1.0000000000000003e-05,10.0,71.0,153.4374616079074,149.95,3.48746160790742,12.162388466628208,3.48746160790742,2.325749655156666,2.325749655156666,ITM,-0.5687453901595705,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,205.0,call,135.96,0.0,0.0,1.0000000000000003e-05,6.0,57.0,148.46449238725876,135.96,12.50449238725875,156.36232986301204,12.50449238725875,9.197184750852273,9.197184750852273,ITM,-0.5440527775691991,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,210.0,call,130.75,0.0,0.0,1.0000000000000003e-05,1.0,116.0,143.4915231666185,130.75,12.741523166618492,162.34641260547573,12.741523166618492,9.744950796648942,9.744950796648942,ITM,-0.5199552259901384,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,215.0,call,119.6,0.0,0.0,1.0000000000000003e-05,2.0,6.0,138.5185539460483,119.6,18.91855394604832,357.91168340954044,18.91855394604832,15.818188918100603,15.818188918100603,ITM,-0.49642472857994446,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,220.0,call,117.87,0.0,0.0,1.0000000000000003e-05,4.0,126.0,133.54558472599066,117.87,15.67558472599066,245.72395650171168,15.67558472599066,13.299045326198913,13.299045326198913,ITM,-0.47343521035524566,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,225.0,call,121.6,0.0,0.0,1.0000000000000003e-05,3.0,38.0,128.5726155092073,121.6,6.972615509207316,48.617367039238395,6.972615509207316,5.734058806913911,5.734058806913911,ITM,-0.45096235450318717,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,230.0,call,105.15,0.0,0.0,1.0000000000000003e-05,11.0,46.0,123.59964631087246,105.15,18.449646310872453,340.3894489962895,18.449646310872453,17.546025973250075,17.546025973250075,ITM,-0.42898344778441183,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,235.0,call,107.68,0.0,0.0,1.0000000000000003e-05,3.0,65.0,118.62667720484879,107.68,10.946677204848783,119.82974182715596,10.946677204848783,10.165933511189433,10.165933511189433,ITM,-0.4074772425634483,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,240.0,call,89.58,0.0,0.0,1.0000000000000003e-05,1.0,57.0,113.65370851175481,89.58,24.073708511754816,579.5434415089363,24.073708511754816,26.873976905285573,26.873976905285573,ITM,-0.3864238333656159,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,245.0,call,99.34,0.0,0.0,1.0000000000000003e-05,3.0,11.0,108.68074148013221,99.34,9.340741480132209,87.24945139866246,9.340741480132209,9.402799959867334,9.402799959867334,ITM,-0.36580454616288016,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,250.0,call,100.69,0.0,0.0,1.0000000000000003e-05,1.0,214.0,103.7077804961641,100.69,3.0177804961641073,9.106999123028485,3.0177804961641073,2.9971005026955084,2.9971005026955084,ITM,-0.3456018388453608,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,255.0,call,89.35,0.0,0.0,1.0000000000000003e-05,1.0,34.0,98.73483953251218,89.35,9.384839532512188,88.07521305100359,9.384839532512188,10.50345778680715,10.50345778680715,ITM,-0.325799211549181,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,260.0,call,86.0,0.0,0.0,1.0000000000000003e-05,1.0,99.0,93.76195914508804,86.0,7.761959145088042,60.24800977001589,7.761959145088042,9.025533889637257,9.025533889637257,ITM,-0.3063811256920795,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,265.0,call,71.35,0.0,0.0,1.0000000000000003e-05,10.0,157.0,88.7892470623334,71.35,17.439247062333408,304.1273381011044,17.439247062333408,24.441831902359368,24.441831902359368,ITM,-0.28733293072138494,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,270.0,call,78.0,0.0,0.0,1.0000000000000003e-05,1.0,149.0,83.8169662378645,78.0,5.816966237864506,33.83709621245554,5.816966237864506,7.457649022903212,7.457649022903212,ITM,-0.2686407977092325,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,275.0,call,71.15,0.0,0.0,1.0000000000000003e-05,5.0,35.0,78.84570868433337,71.15,7.695708684333368,59.22393215412402,7.695708684333368,10.816175241508597,10.816175241508597,ITM,-0.2502916590410359,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,280.0,call,70.21,0.0,0.0,1.0000000000000003e-05,25.0,440.0,73.87670801649386,70.21,3.666708016493871,13.444747678220418,3.666708016493871,5.2224868487307665,5.2224868487307665,ITM,-0.23227315353835765,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,285.0,call,63.05,0.0,0.0,1.0000000000000003e-05,1.0,132.0,68.91235085339048,63.05,5.862350853390481,34.3671575282481,5.862350853390481,9.297939497843744,9.297939497843744,ITM,-0.21457357643895666,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,290.0,call,53.73,0.0,0.0,1.0000000000000003e-05,1.0,423.0,63.956936147868646,53.73,10.22693614786865,104.59022297258244,10.22693614786865,19.03394034593086,19.03394034593086,ITM,-0.19718183372708756,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,295.0,call,54.65,0.0,0.0,1.0000000000000003e-05,1.0,258.0,59.017691532878814,54.65,4.3676915328788155,19.076729326381297,4.3676915328788155,7.99211625412409,7.99211625412409,ITM,-0.1800874003677874,<3m,0.0,-0.20209665509756794,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,300.0,call,55.65,0.0,0.0,1.0000000000000003e-05,2.0,1169.0,54.10598296163198,55.65,1.5440170383680183,2.3839886147707463,-1.5440170383680183,-2.7745139952704734,2.7745139952704734,ITM,-0.1632802820514062,<3m,0.32839479072370903,0.1262981356261411,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,305.0,call,50.95,0.0,0.0,1.0000000000000003e-05,2.0,816.0,49.2385574932847,50.95,1.7114425067153007,2.9290354537919523,-1.7114425067153007,-3.3590628198533867,3.3590628198533867,ITM,-0.1467509801001956,<3m,0.3158809734010154,0.11378431830344746,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,310.0,call,45.7,0.0,0.0,1.0000000000000003e-05,2.0,1305.0,44.4385640351577,45.7,1.2614359648423061,1.5912206933976398,-1.2614359648423061,-2.7602537523901667,2.7602537523901667,ITM,-0.13049045922841523,<3m,0.27797328807181987,0.07587663297425193,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,315.0,call,41.85,0.0,0.0,1.0000000000000003e-05,84.0,700.0,39.73603924932121,41.85,2.1139607506787925,4.468830055410444,-2.1139607506787925,-5.051280168886003,5.051280168886003,ITM,-0.11449011788197416,<3m,0.29576143422210177,0.09366477912453383,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,320.0,call,37.5,0.0,0.0,1.0000000000000003e-05,38.0,2541.0,35.16756046093383,37.5,2.332439539066172,5.440274203399217,-2.332439539066172,-6.2198387708431255,6.2198387708431255,ITM,-0.09874176091383494,<3m,0.2878664244449465,0.08576976934737854,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,325.0,call,32.94,0.0,0.0,1.0000000000000003e-05,25.0,1109.0,30.77487211502222,32.94,2.165127884977778,4.6877787583083474,-2.165127884977778,-6.572944398839644,6.572944398839644,ITM,-0.08323757437786976,<3m,0.27060972034421865,0.06851306524665071,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,330.0,call,29.17,0.0,0.0,1.0000000000000003e-05,31.0,2282.0,26.602476206103688,29.17,2.5675237938963136,6.59217843222372,-2.5675237938963136,-8.801932786754588,8.801932786754588,ITM,-0.06797010224708126,<3m,0.2712793953319714,0.06918274023440343,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,335.0,call,25.55,0.0,0.0,1.0000000000000003e-05,31.0,1951.0,22.69439917944419,25.55,2.8556008205558108,8.15445604635902,-2.8556008205558108,-11.176519845619612,11.176519845619612,ITM,-0.05293222488254081,<3m,0.2698192248515184,0.06772256975395044,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,340.0,call,21.74,0.0,0.0,1.0000000000000003e-05,550.0,3174.0,19.090548392939468,21.74,2.6494516070605307,7.019593818155629,-2.6494516070605307,-12.186989912881927,12.186989912881927,ITM,-0.03811713909740012,<3m,0.2592290630553194,0.05713240795775146,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,345.0,call,18.45,0.0,0.0,1.0000000000000003e-05,101.0,3206.0,15.823192010762568,18.45,2.626807989237431,6.900120212321595,-2.626807989237431,-14.237441676083638,14.237441676083638,ITM,-0.023518339676247498,<3m,0.2547777071036934,0.05268105200612547,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,350.0,call,15.14,0.0,0.0,1.0000000000000003e-05,726.0,6321.0,12.914100707030855,15.14,2.225899292969146,4.954627662440544,-2.225899292969146,-14.702108936388017,14.702108936388017,ITM,-0.00912960222414784,<3m,0.24478536295782372,0.042688707860255776,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
2026-09-18,0.14246575342465753,355.0,call,12.25,0.0,0.0,0.0039162109375,224.0,1905.0,10.372775586154006,12.25,1.877224413845994,3.5239714999394356,-1.877224413845994,-15.324280929355053,15.324280929355053,OTM,0.005055032767808532,<3m,0.23748264011600992,0.03538598501844198,353.2099914550781,0.03805000066757202,0.016987061932428632,0.20209665509756794
